iso3,year,specimen,pathogen,antibiotic,path.label,antibiotic.label,tot,ast,sus,int,res,unk,p.sus,p.int,p.res,p.unk
MLI,2019,BLOOD,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,196,195,195,0,0,1,100,0,0,0.51
MLI,2019,BLOOD,STAAUR,FOX,S. aureus,Cefoxitin,41,40,39,0,1,1,97.5,0,2.5,2.44
MLI,2019,BLOOD,STRPNE,OXA,S. pneumoniae,Oxacillin,40,40,29,0,11,0,72.5,0,27.5,0
MLI,2019,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,40,40,29,0,11,0,72.5,0,27.5,0
MLI,2019,BLOOD,STRPNE,SXT,S. pneumoniae,Co-trimoxazole,40,40,26,4,10,0,65,10,25,0
MLI,2019,URINE,ESCCOL,CAZ,E. coli,Ceftazidime,100,36,16,2,18,64,44.44,5.56,50,64
MLI,2019,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,100,71,21,14,36,29,29.58,19.72,50.7,29
MLI,2019,URINE,ESCCOL,CRO,E. coli,Ceftriaxone,100,62,31,0,31,38,50,0,50,38
MLI,2019,URINE,ESCCOL,CTX,E. coli,Cefotaxime,100,62,31,0,31,38,50,0,50,38
MLI,2019,URINE,ESCCOL,ETP,E. coli,Ertapenem,100,62,52,0,10,38,83.87,0,16.13,38
MLI,2019,URINE,ESCCOL,FEP,E. coli,Cefepime,100,62,31,1,30,38,50,1.61,48.39,38
MLI,2019,URINE,ESCCOL,IPM,E. coli,Imipenem,100,31,0,30,1,69,0,96.77,3.23,69
MLI,2019,URINE,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,100,98,47,2,49,2,47.96,2.04,50,2
MLI,2019,URINE,ESCCOL,J01DH,E. coli,Carbapenems,100,83,52,21,10,17,62.65,25.3,12.05,17
MLI,2019,URINE,ESCCOL,J01MA,E. coli,Fluoroquinolones,100,76,23,14,39,24,30.26,18.42,51.32,24
MLI,2019,URINE,ESCCOL,LVX,E. coli,Levofloxacin,100,12,3,0,9,88,25,0,75,88
MLI,2019,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,100,76,8,0,68,24,10.53,0,89.47,24
MLT,2017,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,321,321,273,17,31,0,85.05,5.3,9.66,0
MLT,2017,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,321,321,178,2,141,0,55.45,0.62,43.93,0
MLT,2017,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,321,321,269,2,50,0,83.8,0.62,15.58,0
MLT,2017,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,321,321,319,0,2,0,99.38,0,0.62,0
MLT,2017,BLOOD,ESCCOL,FEP,E. coli,Cefepime,321,321,278,23,20,0,86.6,7.17,6.23,0
MLT,2017,BLOOD,ESCCOL,IPM,E. coli,Imipenem,321,321,321,0,0,0,100,0,0,0
MLT,2017,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,321,321,267,3,51,0,83.18,0.93,15.89,0
MLT,2017,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,321,321,319,0,2,0,99.38,0,0.62,0
MLT,2017,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,321,321,178,2,141,0,55.45,0.62,43.93,0
MLT,2017,BLOOD,ESCCOL,MEM,E. coli,Meropenem,321,321,321,0,0,0,100,0,0,0
MLT,2017,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,321,321,212,0,109,0,66.04,0,33.96,0
MLT,2017,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,122,122,78,7,37,0,63.93,5.74,30.33,0
MLT,2017,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,122,122,68,6,48,0,55.74,4.92,39.34,0
MLT,2017,BLOOD,KLEPNE,COL,K. pneumoniae,Colistin,122,42,41,0,1,80,97.62,0,2.38,65.57
MLT,2017,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,122,122,80,0,42,0,65.57,0,34.43,0
MLT,2017,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,122,122,91,0,31,0,74.59,0,25.41,0
MLT,2017,BLOOD,KLEPNE,FEP,K. pneumoniae,Cefepime,122,122,80,17,25,0,65.57,13.93,20.49,0
MLT,2017,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,122,122,102,12,8,0,83.61,9.84,6.56,0
MLT,2017,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,122,122,78,2,42,0,63.93,1.64,34.43,0
MLT,2017,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,122,122,91,0,31,0,74.59,0,25.41,0
MLT,2017,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,122,122,68,6,48,0,55.74,4.92,39.34,0
MLT,2017,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,122,122,102,12,8,0,83.61,9.84,6.56,0
MLT,2017,BLOOD,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,122,122,71,0,51,0,58.2,0,41.8,0
MLT,2017,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,97,97,55,0,42,0,56.7,0,43.3,0
MLT,2017,BLOOD,STRPNE,CRO,S. pneumoniae,Ceftriaxone,19,19,19,0,0,0,100,0,0,0
MLT,2017,BLOOD,STRPNE,J01DD,S. pneumoniae,Third-generation cephalosporins,19,19,19,0,0,0,100,0,0,0
MLT,2017,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,19,19,18,0,1,0,94.74,0,5.26,0
MLT,2017,GENITAL,NEIGON,AZM,N. gonorrhoeae,Azithromycin,14,14,8,2,4,0,57.14,14.29,28.57,0
MLT,2017,GENITAL,NEIGON,CIP,N. gonorrhoeae,Ciprofloxacin,14,14,7,0,7,0,50,0,50,0
MLT,2017,GENITAL,NEIGON,CRO,N. gonorrhoeae,Ceftriaxone,14,14,14,0,0,0,100,0,0,0
MLT,2017,GENITAL,NEIGON,SPT,N. gonorrhoeae,Spectinomycin,14,14,14,0,0,0,100,0,0,0
MLT,2017,STOOL,SALSPP,CAZ,Salmonella spp.,Ceftazidime,97,97,83,12,2,0,85.57,12.37,2.06,0
MLT,2017,STOOL,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,97,97,74,0,23,0,76.29,0,23.71,0
MLT,2017,STOOL,SALSPP,CTX,Salmonella spp.,Cefotaxime,97,97,85,0,12,0,87.63,0,12.37,0
MLT,2017,STOOL,SALSPP,ETP,Salmonella spp.,Ertapenem,97,97,95,1,1,0,97.94,1.03,1.03,0
MLT,2017,STOOL,SALSPP,IPM,Salmonella spp.,Imipenem,97,97,97,0,0,0,100,0,0,0
MLT,2017,STOOL,SALSPP,J01DD,Salmonella spp.,Third-generation cephalosporins,97,97,83,1,13,0,85.57,1.03,13.4,0
MLT,2017,STOOL,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,97,97,74,0,23,0,76.29,0,23.71,0
MLT,2017,STOOL,SALSPP,MEM,Salmonella spp.,Meropenem,97,97,97,0,0,0,100,0,0,0
MLT,2017,URINE,ESCCOL,CAZ,E. coli,Ceftazidime,3596,3593,3198,150,245,3,89.01,4.17,6.82,0.08
MLT,2017,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,3596,3593,2349,48,1196,3,65.38,1.34,33.29,0.08
MLT,2017,URINE,ESCCOL,CTX,E. coli,Cefotaxime,3596,3593,3180,10,403,3,88.51,0.28,11.22,0.08
MLT,2017,URINE,ESCCOL,ETP,E. coli,Ertapenem,3596,3593,3589,0,4,3,99.89,0,0.11,0.08
MLT,2017,URINE,ESCCOL,FEP,E. coli,Cefepime,3596,3593,3227,210,156,3,89.81,5.84,4.34,0.08
MLT,2017,URINE,ESCCOL,IPM,E. coli,Imipenem,3596,3593,3592,1,0,3,99.97,0.03,0,0.08
MLT,2017,URINE,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,3596,3593,3168,16,409,3,88.17,0.45,11.38,0.08
MLT,2017,URINE,ESCCOL,J01DH,E. coli,Carbapenems,3596,3593,3588,1,4,3,99.86,0.03,0.11,0.08
MLT,2017,URINE,ESCCOL,J01MA,E. coli,Fluoroquinolones,3596,3593,2349,48,1196,3,65.38,1.34,33.29,0.08
MLT,2017,URINE,ESCCOL,MEM,E. coli,Meropenem,3596,3593,3593,0,0,3,100,0,0,0.08
MLT,2017,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,3596,3590,2486,0,1104,6,69.25,0,30.75,0.17
MLT,2017,URINE,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,836,833,634,19,180,3,76.11,2.28,21.61,0.36
MLT,2017,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,836,833,544,44,245,3,65.31,5.28,29.41,0.36
MLT,2017,URINE,KLEPNE,COL,K. pneumoniae,Colistin,836,132,126,0,6,704,95.45,0,4.55,84.21
MLT,2017,URINE,KLEPNE,CTX,K. pneumoniae,Cefotaxime,836,830,622,13,195,6,74.94,1.57,23.49,0.72
MLT,2017,URINE,KLEPNE,ETP,K. pneumoniae,Ertapenem,836,832,700,2,130,4,84.13,0.24,15.63,0.48
MLT,2017,URINE,KLEPNE,FEP,K. pneumoniae,Cefepime,836,833,641,78,114,3,76.95,9.36,13.69,0.36
MLT,2017,URINE,KLEPNE,IPM,K. pneumoniae,Imipenem,836,833,761,47,25,3,91.36,5.64,3,0.36
MLT,2017,URINE,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,836,833,616,18,199,3,73.95,2.16,23.89,0.36
MLT,2017,URINE,KLEPNE,J01DH,K. pneumoniae,Carbapenems,836,833,699,4,130,3,83.91,0.48,15.61,0.36
MLT,2017,URINE,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,836,833,544,44,245,3,65.31,5.28,29.41,0.36
MLT,2017,URINE,KLEPNE,MEM,K. pneumoniae,Meropenem,836,833,752,58,23,3,90.28,6.96,2.76,0.36
MLT,2017,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,836,833,570,0,263,3,68.43,0,31.57,0.36
MLT,2018,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,10,10,10,0,0,0,100,0,0,0
MLT,2018,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,10,10,10,0,0,0,100,0,0,0
MLT,2018,BLOOD,ACISPP,J01DH,Acinetobacter spp.,Carbapenems,19,19,19,0,0,0,100,0,0,0
MLT,2018,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,10,10,10,0,0,0,100,0,0,0
MLT,2018,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,352,352,297,19,36,0,84.38,5.4,10.23,0
MLT,2018,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,352,352,193,7,152,0,54.83,1.99,43.18,0
MLT,2018,BLOOD,ESCCOL,COL,E. coli,Colistin,352,10,10,0,0,342,100,0,0,97.16
MLT,2018,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,352,352,290,2,60,0,82.39,0.57,17.05,0
MLT,2018,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,352,352,350,1,1,0,99.43,0.28,0.28,0
MLT,2018,BLOOD,ESCCOL,FEP,E. coli,Cefepime,352,352,298,27,27,0,84.66,7.67,7.67,0
MLT,2018,BLOOD,ESCCOL,IPM,E. coli,Imipenem,352,352,352,0,0,0,100,0,0,0
MLT,2018,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,684,684,567,5,112,0,82.89,0.73,16.37,0
MLT,2018,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,684,684,682,1,1,0,99.71,0.15,0.15,0
MLT,2018,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,684,684,380,13,291,0,55.56,1.9,42.54,0
MLT,2018,BLOOD,ESCCOL,MEM,E. coli,Meropenem,352,352,352,0,0,0,100,0,0,0
MLT,2018,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,352,352,229,0,123,0,65.06,0,34.94,0
MLT,2018,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,143,142,64,6,72,1,45.07,4.23,50.7,0.7
MLT,2018,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,143,142,58,6,78,1,40.85,4.23,54.93,0.7
MLT,2018,BLOOD,KLEPNE,COL,K. pneumoniae,Colistin,143,69,67,0,2,74,97.1,0,2.9,51.75
MLT,2018,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,143,142,65,2,75,1,45.77,1.41,52.82,0.7
MLT,2018,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,143,142,99,1,42,1,69.72,0.7,29.58,0.7
MLT,2018,BLOOD,KLEPNE,FEP,K. pneumoniae,Cefepime,143,142,67,40,35,1,47.18,28.17,24.65,0.7
MLT,2018,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,143,141,112,9,20,2,79.43,6.38,14.18,1.4
MLT,2018,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,280,279,126,5,148,1,45.16,1.79,53.05,0.36
MLT,2018,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,280,278,203,12,63,2,73.02,4.32,22.66,0.71
MLT,2018,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,280,279,114,11,154,1,40.86,3.94,55.2,0.36
MLT,2018,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,143,141,110,14,17,2,78.01,9.93,12.06,1.4
MLT,2018,BLOOD,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,143,142,65,1,76,1,45.77,0.7,53.52,0.7
MLT,2018,BLOOD,STAAUR,J01DC,S. aureus,Penicilinase-stable beta-lactams,88,88,56,0,32,0,63.64,0,36.36,0
MLT,2018,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,92,92,59,0,33,0,64.13,0,35.87,0
MLT,2018,BLOOD,STRPNE,CRO,S. pneumoniae,Ceftriaxone,36,36,36,0,0,0,100,0,0,0
MLT,2018,BLOOD,STRPNE,J01C,S. pneumoniae,Penicillins,37,37,28,8,1,0,75.68,21.62,2.7,0
MLT,2018,BLOOD,STRPNE,J01DD,S. pneumoniae,Third-generation cephalosporins,36,36,36,0,0,0,100,0,0,0
MLT,2018,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,36,36,31,1,4,0,86.11,2.78,11.11,0
MLT,2018,GENITAL,NEIGON,AZM,N. gonorrhoeae,Azithromycin,40,40,28,5,7,0,70,12.5,17.5,0
MLT,2018,GENITAL,NEIGON,CFM,N. gonorrhoeae,Cefixime,19,19,19,0,0,0,100,0,0,0
MLT,2018,GENITAL,NEIGON,CIP,N. gonorrhoeae,Ciprofloxacin,40,40,10,0,30,0,25,0,75,0
MLT,2018,GENITAL,NEIGON,CRO,N. gonorrhoeae,Ceftriaxone,40,39,39,0,0,1,100,0,0,2.5
MLT,2018,GENITAL,NEIGON,SPT,N. gonorrhoeae,Spectinomycin,21,21,21,0,0,0,100,0,0,0
MLT,2018,STOOL,SALSPP,CAZ,Salmonella spp.,Ceftazidime,102,102,95,6,1,0,93.14,5.88,0.98,0
MLT,2018,STOOL,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,102,102,88,0,14,0,86.27,0,13.73,0
MLT,2018,STOOL,SALSPP,CTX,Salmonella spp.,Cefotaxime,102,102,94,0,8,0,92.16,0,7.84,0
MLT,2018,STOOL,SALSPP,ETP,Salmonella spp.,Ertapenem,102,102,101,0,1,0,99.02,0,0.98,0
MLT,2018,STOOL,SALSPP,IPM,Salmonella spp.,Imipenem,102,102,102,0,0,0,100,0,0,0
MLT,2018,STOOL,SALSPP,J01DD,Salmonella spp.,Third-generation cephalosporins,102,102,94,0,8,0,92.16,0,7.84,0
MLT,2018,STOOL,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,102,102,88,0,14,0,86.27,0,13.73,0
MLT,2018,STOOL,SALSPP,MEM,Salmonella spp.,Meropenem,102,102,102,0,0,0,100,0,0,0
MLT,2018,URINE,ESCCOL,CAZ,E. coli,Ceftazidime,3195,3194,2823,129,242,1,88.38,4.04,7.58,0.03
MLT,2018,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,3195,3195,2122,38,1035,0,66.42,1.19,32.39,0
MLT,2018,URINE,ESCCOL,CTX,E. coli,Cefotaxime,3195,3194,2810,12,372,1,87.98,0.38,11.65,0.03
MLT,2018,URINE,ESCCOL,ETP,E. coli,Ertapenem,3195,3195,3189,1,5,0,99.81,0.03,0.16,0
MLT,2018,URINE,ESCCOL,FEP,E. coli,Cefepime,3195,3191,2849,194,148,4,89.28,6.08,4.64,0.13
MLT,2018,URINE,ESCCOL,IPM,E. coli,Imipenem,3195,3193,3190,2,1,2,99.91,0.06,0.03,0.06
MLT,2018,URINE,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,3195,3194,2801,17,376,1,87.7,0.53,11.77,0.03
MLT,2018,URINE,ESCCOL,J01DH,E. coli,Carbapenems,3195,3195,3186,2,7,0,99.72,0.06,0.22,0
MLT,2018,URINE,ESCCOL,J01MA,E. coli,Fluoroquinolones,3195,3195,2122,38,1035,0,66.42,1.19,32.39,0
MLT,2018,URINE,ESCCOL,MEM,E. coli,Meropenem,3195,3195,3193,1,1,0,99.94,0.03,0.03,0
MLT,2018,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,3195,3192,2302,0,890,3,72.12,0,27.88,0.09
MLT,2018,URINE,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,973,966,631,36,299,7,65.32,3.73,30.95,0.72
MLT,2018,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,973,966,562,60,344,7,58.18,6.21,35.61,0.72
MLT,2018,URINE,KLEPNE,COL,K. pneumoniae,Colistin,973,175,166,0,9,798,94.86,0,5.14,82.01
MLT,2018,URINE,KLEPNE,CTX,K. pneumoniae,Cefotaxime,973,960,637,7,316,13,66.35,0.73,32.92,1.34
MLT,2018,URINE,KLEPNE,ETP,K. pneumoniae,Ertapenem,973,966,784,0,182,7,81.16,0,18.84,0.72
MLT,2018,URINE,KLEPNE,FEP,K. pneumoniae,Cefepime,973,966,646,150,170,7,66.87,15.53,17.6,0.72
MLT,2018,URINE,KLEPNE,IPM,K. pneumoniae,Imipenem,973,966,847,64,55,7,87.68,6.63,5.69,0.72
MLT,2018,URINE,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,973,966,628,14,324,7,65.01,1.45,33.54,0.72
MLT,2018,URINE,KLEPNE,J01DH,K. pneumoniae,Carbapenems,973,966,784,0,182,7,81.16,0,18.84,0.72
MLT,2018,URINE,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,973,966,562,60,344,7,58.18,6.21,35.61,0.72
MLT,2018,URINE,KLEPNE,MEM,K. pneumoniae,Meropenem,973,966,835,74,57,7,86.44,7.66,5.9,0.72
MLT,2018,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,973,966,602,1,363,7,62.32,0.1,37.58,0.72
MLT,2019,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,16,16,16,0,0,0,100,0,0,0
MLT,2019,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,16,15,15,0,0,1,100,0,0,6.25
MLT,2019,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,16,14,14,0,0,2,100,0,0,12.5
MLT,2019,BLOOD,ACISPP,J01DH,Acinetobacter spp.,Carbapenems,16,16,16,0,0,0,100,0,0,0
MLT,2019,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,16,16,16,0,0,0,100,0,0,0
MLT,2019,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,358,358,291,6,61,0,81.28,1.68,17.04,0
MLT,2019,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,358,358,209,1,148,0,58.38,0.28,41.34,0
MLT,2019,BLOOD,ESCCOL,COL,E. coli,Colistin,358,22,22,0,0,336,100,0,0,93.85
MLT,2019,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,358,358,293,0,65,0,81.84,0,18.16,0
MLT,2019,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,358,358,356,0,2,0,99.44,0,0.56,0
MLT,2019,BLOOD,ESCCOL,FEP,E. coli,Cefepime,358,358,292,12,54,0,81.56,3.35,15.08,0
MLT,2019,BLOOD,ESCCOL,IPM,E. coli,Imipenem,358,358,358,0,0,0,100,0,0,0
MLT,2019,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,358,358,291,1,66,0,81.28,0.28,18.44,0
MLT,2019,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,358,358,356,0,2,0,99.44,0,0.56,0
MLT,2019,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,358,358,209,1,148,0,58.38,0.28,41.34,0
MLT,2019,BLOOD,ESCCOL,MEM,E. coli,Meropenem,358,358,358,0,0,0,100,0,0,0
MLT,2019,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,358,358,247,0,111,0,68.99,0,31.01,0
MLT,2019,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,137,137,79,7,51,0,57.66,5.11,37.23,0
MLT,2019,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,137,137,73,1,63,0,53.28,0.73,45.99,0
MLT,2019,BLOOD,KLEPNE,COL,K. pneumoniae,Colistin,137,47,46,0,1,90,97.87,0,2.13,65.69
MLT,2019,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,137,137,84,2,51,0,61.31,1.46,37.23,0
MLT,2019,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,137,137,109,0,28,0,79.56,0,20.44,0
MLT,2019,BLOOD,KLEPNE,FEP,K. pneumoniae,Cefepime,137,137,87,15,35,0,63.5,10.95,25.55,0
MLT,2019,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,137,137,122,6,9,0,89.05,4.38,6.57,0
MLT,2019,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,137,137,78,5,54,0,56.93,3.65,39.42,0
MLT,2019,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,137,137,109,0,28,0,79.56,0,20.44,0
MLT,2019,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,137,137,73,1,63,0,53.28,0.73,45.99,0
MLT,2019,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,137,137,118,10,9,0,86.13,7.3,6.57,0
MLT,2019,BLOOD,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,137,137,80,0,57,0,58.39,0,41.61,0
MLT,2019,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,77,77,59,1,17,0,76.62,1.3,22.08,0
MLT,2019,BLOOD,STRPNE,CRO,S. pneumoniae,Ceftriaxone,27,26,26,0,0,1,100,0,0,3.7
MLT,2019,BLOOD,STRPNE,J01DD,S. pneumoniae,Third-generation cephalosporins,27,27,27,0,0,0,100,0,0,0
MLT,2019,BLOOD,STRPNE,OXA,S. pneumoniae,Oxacillin,27,15,10,0,5,12,66.67,0,33.33,44.44
MLT,2019,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,27,27,17,8,2,0,62.96,29.63,7.41,0
MLT,2019,STOOL,SALSPP,CAZ,Salmonella spp.,Ceftazidime,111,109,105,3,1,2,96.33,2.75,0.92,1.8
MLT,2019,STOOL,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,108,108,98,0,10,0,90.74,0,9.26,0
MLT,2019,STOOL,SALSPP,CTX,Salmonella spp.,Cefotaxime,111,110,107,0,3,1,97.27,0,2.73,0.9
MLT,2019,STOOL,SALSPP,ETP,Salmonella spp.,Ertapenem,111,110,110,0,0,1,100,0,0,0.9
MLT,2019,STOOL,SALSPP,IPM,Salmonella spp.,Imipenem,111,110,110,0,0,1,100,0,0,0.9
MLT,2019,STOOL,SALSPP,J01DD,Salmonella spp.,Third-generation cephalosporins,111,110,106,1,3,1,96.36,0.91,2.73,0.9
MLT,2019,STOOL,SALSPP,J01MA,Salmonella spp.,Fluoroquinolones,111,108,98,0,10,3,90.74,0,9.26,2.7
MLT,2019,STOOL,SALSPP,MEM,Salmonella spp.,Meropenem,111,110,110,0,0,1,100,0,0,0.9
MLT,2019,URINE,ESCCOL,CAZ,E. coli,Ceftazidime,3671,3667,3236,92,339,4,88.25,2.51,9.24,0.11
MLT,2019,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,3671,3667,2480,21,1166,4,67.63,0.57,31.8,0.11
MLT,2019,URINE,ESCCOL,COL,E. coli,Colistin,3671,69,69,0,0,3602,100,0,0,98.12
MLT,2019,URINE,ESCCOL,CTX,E. coli,Cefotaxime,3671,3666,3224,17,425,5,87.94,0.46,11.59,0.14
MLT,2019,URINE,ESCCOL,ETP,E. coli,Ertapenem,3671,3667,3663,0,4,4,99.89,0,0.11,0.11
MLT,2019,URINE,ESCCOL,FEP,E. coli,Cefepime,3671,3665,3261,103,301,6,88.98,2.81,8.21,0.16
MLT,2019,URINE,ESCCOL,IPM,E. coli,Imipenem,3671,3667,3666,0,1,4,99.97,0,0.03,0.11
MLT,2019,URINE,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,3671,3667,3210,25,432,4,87.54,0.68,11.78,0.11
MLT,2019,URINE,ESCCOL,J01DH,E. coli,Carbapenems,3671,3667,3663,0,4,4,99.89,0,0.11,0.11
MLT,2019,URINE,ESCCOL,J01MA,E. coli,Fluoroquinolones,3671,3667,2480,21,1166,4,67.63,0.57,31.8,0.11
MLT,2019,URINE,ESCCOL,MEM,E. coli,Meropenem,3671,3667,3665,1,1,4,99.95,0.03,0.03,0.11
MLT,2019,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,3671,3666,2716,0,950,5,74.09,0,25.91,0.14
MLT,2019,URINE,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,952,937,630,30,277,15,67.24,3.2,29.56,1.58
MLT,2019,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,952,937,605,29,303,15,64.57,3.09,32.34,1.58
MLT,2019,URINE,KLEPNE,COL,K. pneumoniae,Colistin,952,175,172,0,3,777,98.29,0,1.71,81.62
MLT,2019,URINE,KLEPNE,CTX,K. pneumoniae,Cefotaxime,952,937,630,34,273,15,67.24,3.63,29.14,1.58
MLT,2019,URINE,KLEPNE,ETP,K. pneumoniae,Ertapenem,952,937,807,0,130,15,86.13,0,13.87,1.58
MLT,2019,URINE,KLEPNE,FEP,K. pneumoniae,Cefepime,952,937,680,80,177,15,72.57,8.54,18.89,1.58
MLT,2019,URINE,KLEPNE,IPM,K. pneumoniae,Imipenem,952,937,877,16,44,15,93.6,1.71,4.7,1.58
MLT,2019,URINE,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,952,937,619,26,292,15,66.06,2.77,31.16,1.58
MLT,2019,URINE,KLEPNE,J01DH,K. pneumoniae,Carbapenems,952,937,807,0,130,15,86.13,0,13.87,1.58
MLT,2019,URINE,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,952,937,605,29,303,15,64.57,3.09,32.34,1.58
MLT,2019,URINE,KLEPNE,MEM,K. pneumoniae,Meropenem,952,937,847,44,46,15,90.39,4.7,4.91,1.58
MLT,2019,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,952,937,645,0,292,15,68.84,0,31.16,1.58
MMR,2019,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,145,50,35,2,13,95,70,4,26,65.52
